accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,acc_magnitude,gyro_magnitude,mean_acceleration,std_acceleration,variance_acceleration,signal_magnitude_area,tilt_angle_x,tilt_angle_y,activity,stability,risk_level,fall_detected,fall_type
-0.028,-0.1884,9.7094,1.8143,5.6446,0.2898,9.7113,5.9361,3.1643,4.6285,21.4233,3.3086,-0.1654,-1.1116,Standing,Unstable,HIGH,0,No Fall
0.2965,-0.5078,8.9254,2.934,1.9491,0.0065,8.9447,3.5224,2.9047,4.2699,18.2322,3.2432,1.8997,-3.2547,Walking,Stable,LOW,0,No Fall
-0.0648,0.0635,9.8195,-0.0758,0.196,0.2774,9.8199,0.348,3.2727,4.6295,21.4327,3.3159,-0.3782,0.3706,Sitting,Stable,LOW,0,No Fall
1.1334,-0.3717,9.984,-4.0634,1.0558,1.2227,10.055,4.3727,3.5819,4.5685,20.8711,3.8297,6.4722,-2.1187,Walking,Stable,LOW,0,No Fall
0.0279,-0.0838,9.5975,-0.5183,0.844,0.0098,9.5979,0.9905,3.1805,4.5377,20.5907,3.2364,0.1665,-0.5001,Standing,Stable,LOW,0,No Fall
0.0785,0.0168,9.9554,-0.134,-0.0765,0.3651,9.9558,0.3964,3.3502,4.6706,21.8149,3.3502,0.452,0.0965,Standing,Stable,LOW,0,No Fall
-0.1661,-0.0029,9.7496,0.3613,0.2797,-0.0857,9.751,0.4649,3.1935,4.6363,21.4954,3.3062,-0.9761,-0.0173,Standing,Stable,LOW,0,No Fall
0.1305,-0.098,9.6196,-1.1059,-0.9208,-0.0022,9.621,1.4391,3.2174,4.528,20.5031,3.2827,0.7772,-0.5838,Standing,Stable,LOW,0,No Fall
0.0462,-0.2129,9.9184,0.8565,1.1188,0.4422,9.9208,1.4767,3.2506,4.7161,22.2412,3.3925,0.2666,-1.2294,Standing,Stable,LOW,0,No Fall
0.0806,-0.0251,9.8795,0.0825,-0.9978,-0.4513,9.8799,1.0982,3.3117,4.6444,21.5703,3.3284,0.4674,-0.1457,Standing,Stable,LOW,0,No Fall
1.1331,0.1388,9.9971,-1.9837,-3.1236,-0.1716,10.0621,3.7043,3.7563,4.4315,19.6384,3.7563,6.4661,0.7903,Walking,Stable,LOW,0,No Fall
2.0704,2.8842,9.1304,3.9219,-0.8619,5.8233,9.7963,7.0736,4.695,3.1538,9.9467,4.695,12.2009,17.1223,Walking,Unstable,MEDIUM,0,No Fall
-0.143,-6.1568,2.72,-0.3314,-2.9343,10.5768,6.7324,10.9813,-1.1933,3.6993,13.6845,3.0066,-1.217,-66.1354,Walking,Unstable,CRITICAL,1,Side Fall Left
-0.1615,-0.0172,9.7879,-1.2723,-0.7557,-0.1162,9.7892,1.4844,3.2031,4.6565,21.6832,3.3222,-0.9452,-0.1005,Standing,Stable,LOW,0,No Fall
0.1043,0.246,9.7155,0.2853,0.3525,-0.2651,9.7192,0.5253,3.3553,4.4977,20.2296,3.3553,0.6148,1.4503,Standing,Stable,LOW,0,No Fall
-0.038,0.0257,9.7431,0.1468,0.1219,-0.0522,9.7432,0.1978,3.2436,4.5959,21.1223,3.2689,-0.2234,0.1511,Sitting,Stable,LOW,0,No Fall
0.0216,-0.0903,9.6941,-0.144,-0.6972,0.0444,9.6946,0.7133,3.2085,4.5863,21.0341,3.2687,0.1275,-0.5338,Standing,Stable,LOW,0,No Fall
1.0144,0.0697,9.3439,2.7067,2.4807,-2.0803,9.3991,4.22,3.476,4.1671,17.3651,3.476,6.1958,0.4248,Walking,Stable,LOW,0,No Fall
0.0423,0.0467,9.7257,-0.3097,-0.0916,0.1151,9.7259,0.3429,3.2716,4.5638,20.8281,3.2716,0.2489,0.2752,Sitting,Stable,LOW,0,No Fall
0.0221,-0.0424,9.831,-0.3033,0.1981,-0.0573,9.8311,0.3668,3.2703,4.6392,21.5225,3.2985,0.1289,-0.247,Sitting,Stable,LOW,0,No Fall
-0.1439,0.0303,9.8115,0.1963,-0.2842,-0.4422,9.8126,0.5611,3.2327,4.6525,21.6458,3.3286,-0.8401,0.1771,Standing,Stable,LOW,0,No Fall
0.2958,-0.2992,9.8453,-3.5435,-6.0105,0.1879,9.8543,6.9798,3.2806,4.6483,21.6063,3.4801,1.72,-1.7399,Walking,Stable,LOW,0,No Fall
0.0225,-0.1209,9.7978,-1.096,-1.0379,0.3483,9.7986,1.5491,3.2331,4.6423,21.5509,3.3137,0.1314,-0.7069,Standing,Stable,LOW,0,No Fall
1.1788,-0.155,9.6821,-4.0787,-2.6873,1.2217,9.7549,5.0348,3.5687,4.357,18.9837,3.672,6.941,-0.9102,Walking,Stable,LOW,0,No Fall
-0.437,-0.6124,8.2677,-3.3809,-2.8126,1.4056,8.3019,4.617,2.4061,4.1454,17.1844,3.1057,-3.0174,-4.2306,Walking,Unstable,MEDIUM,0,No Fall
0.0591,-0.0307,9.8343,0.4251,0.4164,-0.1171,9.8345,0.6065,3.2875,4.6294,21.4315,3.308,0.3441,-0.1791,Sitting,Stable,LOW,0,No Fall
-0.0182,0.0204,9.8096,-0.9453,-0.2288,-0.2174,9.8097,0.9966,3.2706,4.6238,21.3796,3.2828,-0.1064,0.1194,Standing,Stable,LOW,0,No Fall
0.3787,-1.5667,8.8159,-0.0138,0.1127,1.4557,8.9621,1.4601,2.5426,4.5064,20.308,3.5871,2.4216,-10.068,Walking,Unstable,MEDIUM,0,No Fall
-0.0767,0.0377,9.7766,-0.0924,-0.0965,0.13,9.777,0.1864,3.2459,4.6182,21.3276,3.297,-0.4494,0.2209,Sitting,Stable,LOW,0,No Fall
0.034,0.0538,9.8136,0.0335,0.1735,0.3724,9.8138,0.4122,3.3005,4.6055,21.2105,3.3005,0.1984,0.3143,Standing,Stable,LOW,0,No Fall
-0.0479,0.0012,9.6881,-0.0104,-0.0288,0.1341,9.6882,0.1376,3.2138,4.5781,20.9586,3.2457,-0.2833,0.007,Sitting,Stable,LOW,0,No Fall
-0.0032,-0.0343,9.9155,-0.0339,0.2546,-0.1292,9.9155,0.2875,3.2927,4.6831,21.931,3.3177,-0.0182,-0.1982,Sitting,Stable,LOW,0,No Fall
0.0749,0.1559,9.7813,-0.3132,0.1233,0.0212,9.7828,0.3372,3.3374,4.5566,20.763,3.3374,0.4389,0.9133,Standing,Stable,LOW,0,No Fall
-0.0199,-0.0421,9.7218,0.3182,0.2562,0.2019,9.7219,0.4557,3.2199,4.5975,21.1372,3.2613,-0.1175,-0.2484,Sitting,Stable,LOW,0,No Fall
-0.039,-0.0267,9.6856,0.4762,-0.4346,-0.0115,9.6858,0.6448,3.2066,4.5813,20.9888,3.2505,-0.2309,-0.1579,Standing,Stable,LOW,0,No Fall
5.9778,0.1361,1.9991,8.2289,-0.0119,4.8216,6.3047,9.5375,2.7044,2.4365,5.9363,2.7044,71.4692,1.2371,Walking,Unstable,CRITICAL,1,Forward Fall
0.0552,0.0003,9.7737,0.2847,0.078,-0.2763,9.7739,0.4044,3.2764,4.5943,21.108,3.2764,0.3237,0.0018,Sitting,Stable,LOW,0,No Fall
0.3989,0.167,9.5824,1.7884,-0.5647,-0.4238,9.5921,1.9227,3.3827,4.3848,19.2266,3.3827,2.3834,0.9974,Walking,Stable,LOW,0,No Fall
0.2605,0.082,9.5868,-1.8835,1.6184,0.6978,9.5907,2.5795,3.3097,4.4391,19.7059,3.3097,1.5562,0.4898,Walking,Stable,LOW,0,No Fall
0.1417,0.1496,9.8819,0.762,-0.0918,0.1709,9.884,0.7863,3.3911,4.5897,21.0653,3.3911,0.8216,0.8675,Standing,Stable,LOW,0,No Fall
1.1457,0.3506,9.3801,5.5312,0.8679,1.3037,9.4563,5.7486,3.6255,4.0821,16.6635,3.6255,6.9588,2.1246,Walking,Stable,LOW,0,No Fall
0.6396,0.3829,9.3242,3.3272,-8.5355,-1.2319,9.3539,9.2435,3.4489,4.1558,17.2703,3.4489,3.9211,2.3462,Walking,Stable,LOW,0,No Fall
0.0961,-0.0009,9.9627,-0.4646,-0.8409,0.2169,9.9632,0.9849,3.3526,4.6742,21.848,3.3532,0.5529,-0.0053,Standing,Stable,LOW,0,No Fall
2.7333,0.7626,9.4591,-2.1516,-6.5159,-0.6668,9.8756,6.8943,4.3183,3.723,13.861,4.3183,16.0678,4.4287,Standing,Unstable,HIGH,0,No Fall
-0.0391,-0.0905,9.8647,-0.675,0.2142,-0.1384,9.8651,0.7216,3.245,4.6808,21.9103,3.3314,-0.2272,-0.5256,Standing,Stable,LOW,0,No Fall
0.0017,-0.1048,9.7961,-0.1892,0.1117,-0.0911,9.7967,0.2378,3.231,4.6424,21.552,3.3009,0.0101,-0.6127,Sitting,Stable,LOW,0,No Fall
0.2516,0.342,9.2017,-0.3344,-0.6957,-1.0053,9.2115,1.2675,3.2651,4.198,17.6231,3.2651,1.565,2.1274,Walking,Stable,LOW,0,No Fall
0.6627,0.0812,9.0274,-8.7824,-1.0975,-3.2823,9.052,9.4397,3.2571,4.0871,16.7045,3.2571,4.1981,0.5141,Walking,Stable,LOW,0,No Fall
-0.1108,-0.0678,9.8298,0.1557,-0.2298,-0.4594,9.8306,0.5368,3.2171,4.6759,21.8643,3.3361,-0.6457,-0.3951,Standing,Stable,LOW,0,No Fall
0.5103,0.3571,9.3188,-4.7982,-1.1123,-0.7389,9.3396,4.9805,3.3954,4.189,17.5474,3.3954,3.1324,2.1911,Walking,Stable,LOW,0,No Fall
0.0316,-0.0274,9.9914,0.1229,-0.0969,-0.1504,9.9914,0.217,3.3319,4.709,22.175,3.3501,0.1815,-0.1572,Sitting,Stable,LOW,0,No Fall
0.5946,0.2684,9.0423,0.0389,2.6,0.6675,9.0658,2.6846,3.3018,4.0613,16.4945,3.3018,3.7608,1.6968,Walking,Stable,LOW,0,No Fall
0.0039,0.1266,9.7864,-0.6226,-0.1417,-0.0425,9.7872,0.6399,3.3056,4.5829,21.0026,3.3056,0.0228,0.7412,Sitting,Stable,LOW,0,No Fall
0.6663,-0.0329,9.6444,-0.925,-0.859,2.8394,9.6674,3.1074,3.4259,4.4063,19.4159,3.4479,3.9523,-0.1949,Walking,Stable,LOW,0,No Fall
-0.0607,0.166,9.8553,0.1209,-0.4128,-0.0449,9.8569,0.4325,3.3202,4.622,21.3626,3.3607,-0.353,0.9647,Standing,Stable,LOW,0,No Fall
-0.0025,0.0325,9.7038,0.0289,0.0069,0.1687,9.7038,0.1713,3.2446,4.5674,20.8608,3.2463,-0.0148,0.1918,Sitting,Stable,LOW,0,No Fall
-0.0704,0.0633,9.794,-0.2032,-0.3173,-0.1746,9.7944,0.4153,3.2623,4.6189,21.3343,3.3092,-0.4116,0.3705,Standing,Stable,LOW,0,No Fall
-1.7888,-2.4909,9.4585,-2.1377,1.0924,-3.4792,9.9432,4.2271,1.7263,5.475,29.976,4.5794,-10.3639,-14.5079,Walking,Unstable,MEDIUM,0,No Fall
0.0335,0.0659,9.7344,-0.0457,-0.1868,-0.1716,9.7347,0.2577,3.2779,4.5655,20.8434,3.2779,0.1972,0.3876,Sitting,Stable,LOW,0,No Fall
-0.053,-0.1676,10.0322,-1.0045,-0.2075,0.0124,10.0338,1.0258,3.2706,4.7815,22.8623,3.4176,-0.3025,-0.957,Standing,Stable,LOW,0,No Fall
0.4131,0.5804,9.4228,-4.6551,-0.2287,-0.5251,9.4497,4.6902,3.4721,4.2083,17.7101,3.4721,2.5058,3.5211,Walking,Stable,LOW,0,No Fall
-0.0348,0.2467,9.5223,-3.8969,0.5415,3.0479,9.5255,4.9768,3.2447,4.4404,19.717,3.2679,-0.2094,1.4842,Walking,Stable,LOW,0,No Fall
-0.0306,0.041,9.9036,0.1683,0.3812,0.1506,9.9038,0.4431,3.3047,4.6663,21.7741,3.3251,-0.177,0.2371,Sitting,Stable,LOW,0,No Fall
-0.0525,-0.0022,9.6773,0.2315,-0.2255,-0.0524,9.6775,0.3274,3.2075,4.5749,20.9295,3.244,-0.3108,-0.0131,Sitting,Stable,LOW,0,No Fall
0.0915,0.1026,9.8485,1.1627,0.3357,-0.0459,9.8495,1.211,3.3476,4.5969,21.1315,3.3476,0.5324,0.5968,Standing,Stable,LOW,0,No Fall
0.0244,0.0148,9.8378,-0.0631,-0.4794,-0.1211,9.8379,0.4985,3.2923,4.6284,21.4219,3.2923,0.1418,0.0862,Sitting,Stable,LOW,0,No Fall
0.107,-0.0545,9.8323,0.0026,0.8033,0.0224,9.833,0.8036,3.2949,4.6231,21.3728,3.3312,0.6233,-0.3174,Standing,Stable,LOW,0,No Fall
0.3254,0.2043,9.6742,-4.347,3.2216,2.7079,9.6818,6.0505,3.4013,4.4359,19.677,3.4013,1.9262,1.2092,Walking,Stable,LOW,0,No Fall
0.134,-0.1625,9.8754,-0.7495,-0.1917,-0.0633,9.8777,0.7762,3.2823,4.6636,21.7494,3.3907,0.7772,-0.9428,Standing,Stable,LOW,0,No Fall
-0.0073,0.1377,9.8577,-0.9835,0.2794,0.0123,9.8587,1.0225,3.3294,4.6166,21.3131,3.3342,-0.0422,0.8002,Standing,Stable,LOW,0,No Fall
-0.022,-0.0323,9.687,0.0765,0.2519,-0.2542,9.687,0.366,3.2109,4.5793,20.9697,3.2471,-0.13,-0.191,Sitting,Stable,LOW,0,No Fall
0.0024,0.0336,9.6197,-0.054,-0.0214,-0.3277,9.6198,0.3328,3.2186,4.5263,20.4875,3.2186,0.0145,0.1999,Sitting,Stable,LOW,0,No Fall
0.0321,0.0347,9.5635,-0.3781,-0.9178,-0.0018,9.5636,0.9926,3.2101,4.4925,20.1827,3.2101,0.1921,0.2081,Standing,Stable,LOW,0,No Fall
-0.0033,-0.0842,9.7161,0.0163,-0.0313,0.0477,9.7164,0.0594,3.2095,4.6009,21.1687,3.2679,-0.0197,-0.4964,Sitting,Stable,LOW,0,No Fall
0.8679,0.0887,9.2291,1.9778,-5.8925,0.1035,9.2702,6.2164,3.3952,4.1374,17.1181,3.3952,5.3723,0.5482,Walking,Stable,LOW,0,No Fall
-0.0606,0.1855,9.8273,0.0615,0.1636,-0.2803,9.8292,0.3303,3.3174,4.6043,21.1995,3.3578,-0.3533,1.0815,Standing,Stable,LOW,0,No Fall
0.4003,0.202,9.8374,3.5403,4.0166,-2.9548,9.8476,6.1153,3.4799,4.4962,20.2155,3.4799,2.3298,1.1754,Walking,Stable,LOW,0,No Fall
0.7059,0.4858,9.4978,1.3364,-0.1233,1.0727,9.5364,1.7181,3.5632,4.1974,17.6178,3.5632,4.2451,2.9202,Walking,Stable,LOW,0,No Fall
-0.0584,-0.04,9.8983,0.2364,-0.1674,0.174,9.8985,0.338,3.2666,4.6893,21.9896,3.3322,-0.3381,-0.2318,Sitting,Stable,LOW,0,No Fall
-0.0321,-0.0621,9.743,0.3637,-0.2224,-0.1806,9.7433,0.4629,3.2163,4.6151,21.2995,3.2791,-0.189,-0.365,Sitting,Stable,LOW,0,No Fall
-0.086,0.0176,9.9517,0.0603,-0.0443,0.1336,9.9521,0.1531,3.2944,4.7076,22.1616,3.3518,-0.4953,0.1011,Sitting,Stable,LOW,0,No Fall
0.3354,0.5351,8.7124,-9.7696,11.0925,2.1199,8.7353,14.9326,3.1943,3.9028,15.2315,3.1943,2.2003,3.5121,Walking,Unstable,MEDIUM,0,No Fall
0.1045,0.1951,9.7599,3.6153,1.9908,-0.3799,9.7624,4.1446,3.3532,4.5304,20.5244,3.3532,0.6134,1.1452,Walking,Stable,LOW,0,No Fall
0.4474,-1.0943,9.3919,7.4707,3.8643,2.3051,9.466,8.7211,2.915,4.6229,21.3712,3.6445,2.7089,-6.6382,Standing,Unstable,HIGH,0,No Fall
-1.3095,-2.7804,8.8664,0.585,-10.1645,0.4426,9.3839,10.1909,1.5922,5.1786,26.8178,4.3188,-8.0219,-17.235,Standing,Unstable,HIGH,0,No Fall
-0.0904,0.0408,9.7781,0.2159,0.0567,-0.0102,9.7786,0.2235,3.2428,4.6215,21.358,3.3031,-0.5298,0.2389,Sitting,Stable,LOW,0,No Fall
0.0405,-0.029,9.7277,-0.0043,0.7036,0.0493,9.7278,0.7053,3.2464,4.5831,21.0044,3.2657,0.2386,-0.1709,Standing,Stable,LOW,0,No Fall
0.012,-0.0126,9.6892,0.1053,0.4877,0.0267,9.6892,0.4996,3.2295,4.5677,20.8637,3.2379,0.0708,-0.0744,Standing,Stable,LOW,0,No Fall
0.1159,0.0153,9.7929,-0.4068,0.2289,-0.1092,9.7936,0.4794,3.308,4.5857,21.0283,3.308,0.678,0.0897,Standing,Stable,LOW,0,No Fall
7.9324,2.363,9.1812,2.8588,-0.8317,1.8676,12.3613,3.5146,6.4922,2.9639,8.7849,6.4922,39.9198,11.0208,Walking,Unstable,MEDIUM,0,No Fall
0.0285,0.0177,9.747,-0.1564,-0.1599,-0.1461,9.7471,0.2671,3.2644,4.5839,21.0122,3.2644,0.1675,0.1039,Sitting,Stable,LOW,0,No Fall
0.9627,-0.1305,9.6155,0.986,0.7414,-1.9536,9.6644,2.3105,3.4826,4.3595,19.0054,3.5696,5.717,-0.7735,Walking,Stable,LOW,0,No Fall
0.3653,0.1226,9.1452,-1.7137,-4.6688,0.5286,9.1533,5.0014,3.2111,4.1973,17.617,3.2111,2.2873,0.7677,Walking,Stable,LOW,0,No Fall
0.3717,0.1589,10.1318,-1.8332,1.7201,-1.3186,10.1399,2.8387,3.5541,4.6519,21.6404,3.5541,2.1007,0.898,Walking,Stable,LOW,0,No Fall
0.5991,0.2727,9.8348,2.3268,3.2208,0.426,9.8568,3.9961,3.5689,4.4327,19.6484,3.5689,3.4848,1.5854,Walking,Stable,LOW,0,No Fall
0.3665,0.2735,9.0607,-1.2452,-2.4192,0.7849,9.0723,2.8318,3.2336,4.1206,16.9793,3.2336,2.3153,1.7274,Walking,Stable,LOW,0,No Fall
-0.0145,0.1027,9.8565,0.1738,0.0122,-0.2301,9.857,0.2887,3.3149,4.6259,21.3987,3.3246,-0.0845,0.5967,Standing,Stable,LOW,0,No Fall
0.009,-0.0319,9.7983,-0.2034,-0.1113,-0.1116,9.7984,0.2574,3.2585,4.6244,21.3849,3.2797,0.0528,-0.1866,Sitting,Stable,LOW,0,No Fall
0.0,-0.0167,9.9463,0.6957,-0.2072,0.7005,9.9463,1.0088,3.3099,4.6927,22.0213,3.321,0.0001,-0.0963,Standing,Stable,LOW,0,No Fall
0.0141,-0.0481,9.7963,0.0188,-0.0337,-0.1775,9.7964,0.1817,3.2541,4.6261,21.4008,3.2862,0.0823,-0.2815,Sitting,Stable,LOW,0,No Fall
-0.031,0.0037,9.7865,0.0899,0.052,-0.1752,9.7866,0.2037,3.2531,4.6199,21.3432,3.2737,-0.1812,0.0216,Sitting,Stable,LOW,0,No Fall
0.3305,0.375,9.4624,-3.529,-0.9407,-0.0123,9.4756,3.6522,3.3893,4.2944,18.4416,3.3893,1.9988,2.2682,Walking,Stable,LOW,0,No Fall
-0.033,0.0218,9.8793,1.1931,-0.1455,-0.0594,9.8794,1.2034,3.2894,4.6599,21.7144,3.3114,-0.1914,0.1262,Standing,Stable,LOW,0,No Fall
0.0031,-0.0881,9.6143,-0.4433,-0.7364,-0.0191,9.6147,0.8597,3.1764,4.5524,20.7245,3.2352,0.0183,-0.5253,Standing,Stable,LOW,0,No Fall
0.0474,-0.0218,9.7895,-0.7082,0.3716,0.0715,9.7896,0.8029,3.2717,4.6089,21.2416,3.2862,0.2771,-0.1278,Standing,Stable,LOW,0,No Fall
0.4426,0.2077,9.7495,-1.3415,-1.6008,-1.1327,9.7618,2.376,3.4666,4.4437,19.7468,3.4666,2.5989,1.219,Walking,Stable,LOW,0,No Fall
0.0187,-0.003,9.9063,-0.044,-0.0553,0.0081,9.9063,0.0711,3.3074,4.6662,21.7733,3.3093,0.1083,-0.0173,Sitting,Stable,LOW,0,No Fall
2.0186,3.867,9.6277,1.88,-10.0043,3.462,10.5698,10.752,5.1711,3.2404,10.5001,5.1711,11.0098,21.46,Standing,Unstable,HIGH,0,No Fall
0.0153,-0.04,9.6915,0.1237,-0.1958,0.1945,9.6915,0.3024,3.2223,4.5745,20.9258,3.2489,0.0903,-0.2362,Sitting,Stable,LOW,0,No Fall
-0.1772,0.042,9.8595,0.3149,0.4775,-0.5286,9.8612,0.7788,3.2414,4.6806,21.9077,3.3596,-1.0298,0.2439,Standing,Stable,LOW,0,No Fall
-0.0402,-0.088,9.8409,-0.0125,0.2624,0.1513,9.8414,0.3032,3.2376,4.6693,21.8024,3.323,-0.234,-0.5123,Standing,Stable,LOW,0,No Fall
-0.0395,0.0925,9.6187,0.3465,0.0485,0.4608,9.6192,0.5785,3.2239,4.5221,20.4496,3.2503,-0.2356,0.5511,Standing,Stable,LOW,0,No Fall
-0.0839,0.1033,9.2253,-1.2379,-0.3159,-1.5559,9.2263,2.0132,3.0816,4.345,18.8789,3.1375,-0.5213,0.6414,Walking,Stable,LOW,0,No Fall
0.7157,0.3249,9.1602,0.8242,-6.5409,1.9103,9.1939,6.8638,3.4002,4.076,16.614,3.4002,4.4647,2.0249,Walking,Stable,LOW,0,No Fall
0.0106,0.0689,9.7888,0.3359,0.3536,0.0861,9.789,0.4952,3.2894,4.5958,21.1213,3.2894,0.0618,0.4036,Sitting,Stable,LOW,0,No Fall
-0.0129,0.0568,9.7199,0.24,-0.013,0.0058,9.7201,0.2404,3.2546,4.5718,20.9009,3.2632,-0.0763,0.3351,Sitting,Stable,LOW,0,No Fall
0.0636,0.3917,9.6611,2.0624,-4.8445,-0.4293,9.6693,5.2827,3.3721,4.449,19.7937,3.3721,0.3769,2.3216,Walking,Stable,LOW,0,No Fall
0.0752,-0.0031,9.7956,0.3677,-0.1291,-0.1463,9.7959,0.4163,3.2892,4.6008,21.1674,3.2913,0.44,-0.0183,Sitting,Stable,LOW,0,No Fall
0.0437,0.0865,9.8658,-0.2009,-0.1838,0.0553,9.8663,0.2778,3.332,4.6201,21.3457,3.332,0.2539,0.5021,Sitting,Stable,LOW,0,No Fall
-0.6929,1.2051,9.724,-1.5569,0.004,1.6588,9.8229,2.275,3.4121,4.53,20.5209,3.874,-4.0451,7.0468,Standing,Unstable,HIGH,0,No Fall
0.3427,0.3491,9.2612,8.2008,-0.1904,1.2884,9.2742,8.3036,3.3177,4.2027,17.6631,3.3177,2.1177,2.157,Walking,Stable,LOW,0,No Fall
0.521,0.1908,10.1629,8.5724,-3.3062,-2.4944,10.178,9.5205,3.6249,4.625,21.3907,3.6249,2.9342,1.0743,Standing,Unstable,HIGH,0,No Fall
2.4709,0.6724,9.3202,-4.5394,-2.2486,-1.6552,9.6656,5.3294,4.1545,3.7258,13.8815,4.1545,14.8114,3.989,Standing,Unstable,HIGH,0,No Fall
0.0286,-0.0881,9.7127,0.145,-0.0314,-0.1469,9.7132,0.2088,3.2177,4.5929,21.0947,3.2765,0.1686,-0.5196,Sitting,Stable,LOW,0,No Fall
-0.0551,0.0223,9.7986,0.0265,0.2596,-0.0667,9.7988,0.2693,3.2553,4.627,21.4087,3.292,-0.3223,0.1306,Sitting,Stable,LOW,0,No Fall
-0.2112,-0.0147,9.5037,0.0254,0.6758,0.1646,9.5061,0.696,3.0926,4.5341,20.5576,3.2432,-1.2732,-0.0884,Standing,Stable,LOW,0,No Fall
0.2454,-0.4114,9.074,2.1556,3.4611,2.664,9.0866,4.8706,2.9693,4.325,18.7053,3.2436,1.5478,-2.5952,Walking,Stable,LOW,0,No Fall
0.055,0.2068,9.7036,-2.3529,2.8339,-4.3732,9.706,5.7177,3.3218,4.513,20.3676,3.3218,0.3245,1.2209,Walking,Stable,LOW,0,No Fall
0.0372,-0.0351,9.8404,0.0883,-0.0543,0.2174,9.8405,0.2408,3.2808,4.6384,21.5148,3.3042,0.2167,-0.2045,Sitting,Stable,LOW,0,No Fall
0.5462,0.0221,9.4217,-4.8599,-1.2673,-2.2443,9.4375,5.501,3.33,4.3128,18.6001,3.33,3.3176,0.1341,Walking,Stable,LOW,0,No Fall
0.6599,-0.0783,9.4071,0.9684,1.1532,3.2743,9.4306,3.6039,3.3296,4.308,18.559,3.3818,4.0128,-0.4755,Walking,Stable,LOW,0,No Fall
0.1563,-0.522,9.3001,3.5854,-3.534,1.0259,9.316,5.1377,2.9781,4.4788,20.0601,3.3261,0.9614,-3.2119,Standing,Unstable,HIGH,0,No Fall
0.6033,0.1819,9.2003,5.1251,1.7744,2.7285,9.2219,6.0712,3.3285,4.1556,17.2686,3.3285,3.7513,1.1304,Walking,Stable,LOW,0,No Fall
-0.1371,0.1845,9.8443,1.1134,-0.2095,0.1416,9.847,1.1418,3.2973,4.6313,21.4493,3.3886,-0.7975,1.0735,Standing,Stable,LOW,0,No Fall
-0.4992,-0.712,9.1612,13.352,-3.1075,-4.966,9.2024,14.5806,2.65,4.6049,21.2052,3.4574,-3.1094,-4.4372,Standing,Unstable,HIGH,0,No Fall
-0.1297,-1.1415,8.8083,-7.9181,10.671,0.98,8.8829,13.324,2.5124,4.471,19.9901,3.3598,-0.8366,-7.3835,Walking,Unstable,MEDIUM,0,No Fall
1.4485,-0.0004,9.6073,2.8068,2.4187,1.8096,9.7159,4.1234,3.6851,4.2292,17.8862,3.6854,8.5737,-0.0026,Walking,Stable,LOW,0,No Fall
0.8212,-0.0028,9.9183,-0.3922,0.9825,1.2296,9.9523,1.622,3.5789,4.4953,20.2073,3.5808,4.7329,-0.0161,Walking,Stable,LOW,0,No Fall
0.7172,-0.3733,9.9906,-2.8662,0.9555,3.058,10.0232,4.2988,3.4448,4.6499,21.6217,3.6937,4.103,-2.1343,Walking,Stable,LOW,0,No Fall
0.8886,-0.023,9.1371,1.4532,2.4945,2.2073,9.1802,3.6341,3.3342,4.1201,16.9752,3.3496,5.5544,-0.1438,Walking,Stable,LOW,0,No Fall
-0.0194,0.0528,9.6405,0.1341,0.117,0.3235,9.6407,0.3692,3.2246,4.5368,20.5828,3.2376,-0.1155,0.3136,Sitting,Stable,LOW,0,No Fall
0.1594,0.1397,9.736,-0.6082,0.0802,0.3088,9.7383,0.6868,3.345,4.5191,20.4224,3.345,0.938,0.8217,Standing,Stable,LOW,0,No Fall
3.3023,-0.4256,9.4722,-5.7192,-3.262,0.093,10.0403,6.5847,4.1163,4.0815,16.659,4.4,19.202,-2.4296,Standing,Unstable,HIGH,0,No Fall
0.694,-0.4375,9.2305,-7.58,-5.7358,3.105,9.2669,9.9999,3.1623,4.3156,18.6246,3.454,4.2947,-2.7058,Walking,Stable,LOW,0,No Fall
-0.125,0.0827,9.8308,0.0326,-0.8314,-0.1152,9.8319,0.84,3.2628,4.645,21.5763,3.3462,-0.7287,0.4819,Standing,Stable,LOW,0,No Fall
0.012,0.0003,9.7646,0.0857,0.0752,0.0658,9.7646,0.1316,3.259,4.6002,21.1618,3.259,0.0703,0.0018,Sitting,Stable,LOW,0,No Fall
-0.0234,-0.0001,9.876,0.4108,-0.1416,-0.447,9.8761,0.6234,3.2842,4.6611,21.7263,3.2998,-0.1359,-0.0003,Sitting,Stable,LOW,0,No Fall
0.79,0.4293,9.0709,4.5527,2.1873,-2.3497,9.1154,5.5706,3.4301,3.9914,15.9313,3.4301,4.9717,2.6995,Walking,Stable,LOW,0,No Fall
-6.1296,1.2255,3.5898,15.9188,2.0496,9.0726,7.2084,18.437,-0.4381,4.1386,17.1282,3.6483,-58.249,9.7884,Walking,Unstable,CRITICAL,1,Backward Fall
-0.005,0.1554,9.7526,-0.829,-0.3398,-0.0479,9.7539,0.8972,3.301,4.5625,20.8161,3.3044,-0.0295,0.9128,Standing,Stable,LOW,0,No Fall
-1.2705,-2.2413,9.1359,-12.0771,6.0227,-0.321,9.4922,13.4993,1.8747,5.1497,26.5193,4.2159,-7.6917,-13.6578,Walking,Unstable,MEDIUM,0,No Fall
